"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of Protein Groups"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Number of Razor Peptides"	"Abundance F1 Sample"	"Abundance F2 Sample"	"Abundance F3 Sample"	"Found in Sample in S1 F1 Sample"	"Found in Sample in S2 F2 Sample"	"Found in Sample in S3 F3 Sample"	"Modifications"
"False"	"High"	"IsMasterProtein"	"1745"	"1745"	"0.000"	"239.756"	"50"	"16"	"87"	"16"	"1"	"865"	"88.9"	"4.22"	"350.70"	"16"	"0"	"168879835.140625"	"298146973.382813"	"28964157.015625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"995"	"995"	"0.000"	"239.241"	"59"	"30"	"66"	"30"	"1"	"691"	"78.2"	"4.82"	"284.57"	"30"	"0"	"100388790.146484"	"199322678.40625"	"32868019.4492188"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1801"	"1801"	"0.000"	"238.309"	"62"	"20"	"59"	"20"	"1"	"359"	"39.0"	"5.54"	"272.68"	"20"	"0"	"131434668.576172"	"376537931.75"	"28258400.0429688"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3510"	"3510"	"0.000"	"237.643"	"66"	"28"	"62"	"28"	"1"	"532"	"57.8"	"5.12"	"228.81"	"28"	"0"	"93204419.8457031"	"189423265.164063"	"13527647.78125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2169"	"2169"	"0.000"	"237.073"	"47"	"27"	"62"	"27"	"1"	"881"	"98.2"	"5.21"	"251.48"	"27"	"0"	"60532788.4199219"	"121614713.0625"	"3656015.29882813"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3166"	"3166"	"0.000"	"236.431"	"76"	"21"	"83"	"21"	"1"	"329"	"36.2"	"4.78"	"334.90"	"21"	"0"	"177757388.5625"	"525799636.5"	"78430148.5039063"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2147"	"2147"	"0.000"	"232.606"	"36"	"19"	"145"	"19"	"1"	"618"	"66.2"	"4.20"	"447.93"	"19"	"0"	"212432029.053711"	"504459577.853516"	"383680458.063477"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"876"	"876"	"0.000"	"231.618"	"84"	"23"	"59"	"23"	"1"	"290"	"30.8"	"5.03"	"277.35"	"23"	"0"	"91975655.1445313"	"193530784.46875"	"47697110.015625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2827"	"2827"	"0.000"	"227.895"	"75"	"23"	"63"	"23"	"1"	"471"	"52.0"	"5.05"	"269.43"	"23"	"0"	"77596236.409668"	"203014843.78125"	"13354825.65625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"554"	"554"	"0.000"	"226.859"	"38"	"22"	"52"	"22"	"1"	"820"	"89.9"	"4.45"	"197.88"	"22"	"0"	"68820449.3564453"	"292945817.15625"	"59255729.765625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2767"	"2767"	"0.000"	"226.261"	"76"	"25"	"71"	"25"	"1"	"319"	"34.7"	"4.73"	"264.25"	"25"	"0"	"170308102.880859"	"456087447.9375"	"22831527.0078125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2681"	"2681"	"0.000"	"225.760"	"72"	"23"	"59"	"23"	"1"	"409"	"44.7"	"6.18"	"264.58"	"23"	"0"	"132526497.294922"	"360054845.875"	"31526373.5039063"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1263"	"1263"	"0.000"	"225.752"	"57"	"20"	"54"	"20"	"1"	"393"	"42.4"	"5.67"	"254.80"	"20"	"0"	"93305053.9667969"	"202339875.6875"	"5041872.6015625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"493"	"493"	"0.000"	"223.094"	"55"	"15"	"60"	"15"	"1"	"387"	"41.1"	"6.54"	"272.26"	"15"	"0"	"82441720.3183594"	"239797316.875"	"16585947.5429688"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"514"	"514"	"0.000"	"222.257"	"37"	"28"	"56"	"28"	"1"	"1265"	"140.5"	"5.36"	"215.75"	"28"	"0"	"39272015.3222656"	"113342455.375"	"9788098.1484375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"429"	"429"	"0.000"	"221.554"	"41"	"20"	"57"	"20"	"1"	"823"	"90.8"	"4.30"	"261.90"	"20"	"0"	"47763444.1640625"	"104107982.25"	"14089161.03125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3495"	"3495"	"0.000"	"220.717"	"56"	"21"	"57"	"21"	"1"	"447"	"48.8"	"6.60"	"209.66"	"21"	"0"	"88751192.8984375"	"296786942.34375"	"26308452.046875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1068"	"1068"	"0.000"	"219.332"	"62"	"27"	"78"	"27"	"1"	"522"	"59.6"	"5.03"	"266.00"	"27"	"0"	"193811534.027344"	"475265902.4375"	"31891515.953125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3659"	"3659"	"0.000"	"218.015"	"78"	"22"	"66"	"22"	"1"	"286"	"31.7"	"6.81"	"235.70"	"22"	"0"	"194344295.554688"	"546352737.6875"	"29858309.0742188"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3437"	"3437"	"0.000"	"217.822"	"62"	"26"	"49"	"26"	"1"	"610"	"66.4"	"5.29"	"211.91"	"26"	"0"	"61432162.1347656"	"156672117.765625"	"9329036.2421875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2768"	"2768"	"0.000"	"216.672"	"55"	"23"	"58"	"23"	"1"	"549"	"60.4"	"5.73"	"218.01"	"23"	"0"	"112042537.323242"	"265848532.5625"	"6788065.29101563"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1134"	"1134"	"0.000"	"216.387"	"53"	"26"	"65"	"26"	"1"	"713"	"77.0"	"7.43"	"236.97"	"26"	"0"	"66289662.4296875"	"146223439.8125"	"17516510.1542969"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1319"	"1319"	"0.000"	"216.384"	"41"	"24"	"70"	"24"	"1"	"853"	"92.4"	"4.46"	"261.10"	"24"	"0"	"224569096.352539"	"423782576.192383"	"65148064.3513184"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2035"	"2035"	"0.000"	"216.082"	"41"	"31"	"72"	"31"	"1"	"1059"	"117.2"	"6.13"	"236.33"	"31"	"0"	"78514338.8520508"	"184725985.078125"	"21311700.765625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2682"	"2682"	"0.000"	"214.661"	"64"	"20"	"119"	"20"	"1"	"247"	"27.3"	"4.67"	"436.15"	"20"	"0"	"160941113.742188"	"348682864.757813"	"78759090.5722656"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1354"	"1354"	"0.000"	"213.272"	"44"	"28"	"64"	"28"	"1"	"825"	"93.4"	"6.44"	"250.31"	"28"	"0"	"65939744.6044922"	"148681164.1875"	"20522060.890625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1026"	"1026"	"0.000"	"210.886"	"73"	"16"	"83"	"16"	"1"	"253"	"28.5"	"4.82"	"342.98"	"16"	"0"	"409676801.916992"	"785557596.78125"	"290838557.921875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3117"	"3117"	"0.000"	"208.353"	"69"	"17"	"70"	"17"	"1"	"387"	"41.6"	"5.00"	"255.79"	"17"	"0"	"114742325.929688"	"315894199.1875"	"135707685.59375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"875"	"875"	"0.000"	"207.354"	"81"	"19"	"90"	"19"	"1"	"243"	"27.0"	"7.05"	"303.38"	"19"	"0"	"298219819.000977"	"740323782.9375"	"72817890.2578125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"405"	"405"	"0.000"	"207.324"	"72"	"25"	"62"	"25"	"1"	"403"	"44.1"	"5.22"	"226.56"	"25"	"0"	"79186260.2460938"	"219238395.875"	"44672890.4296875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2330"	"2330"	"0.000"	"205.954"	"50"	"34"	"61"	"34"	"1"	"858"	"95.4"	"5.34"	"202.03"	"34"	"0"	"47695245.4960938"	"160303130.1875"	"5631013.34375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"133"	"133"	"0.000"	"205.348"	"44"	"21"	"55"	"21"	"1"	"613"	"67.6"	"6.77"	"224.59"	"21"	"0"	"49419947.5478516"	"180578016.0625"	"11406788.9492188"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"883"	"883"	"0.000"	"205.252"	"48"	"28"	"54"	"28"	"1"	"825"	"92.5"	"4.58"	"207.98"	"28"	"0"	"52036766.3886719"	"99074559.5"	"17650950.8359375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2462"	"2462"	"0.000"	"204.870"	"63"	"23"	"67"	"23"	"1"	"434"	"48.7"	"4.78"	"277.27"	"23"	"0"	"172202055.521484"	"425211393.25"	"25604168.9140625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2135"	"2135"	"0.000"	"204.536"	"68"	"23"	"46"	"23"	"1"	"478"	"50.8"	"5.86"	"164.33"	"23"	"0"	"82724790.9111328"	"199547359.75"	"17213531.0898438"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3179"	"3179"	"0.000"	"202.858"	"78"	"19"	"94"	"19"	"1"	"179"	"20.2"	"9.41"	"298.75"	"19"	"0"	"845382831.877319"	"1977331707.11328"	"126737620.611328"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3446"	"3446"	"0.000"	"202.785"	"49"	"25"	"67"	"25"	"1"	"636"	"72.1"	"4.86"	"227.14"	"25"	"0"	"73158135.28125"	"218320521.390625"	"16353643.6640625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2654"	"2654"	"0.000"	"202.579"	"42"	"29"	"60"	"29"	"1"	"965"	"104.9"	"5.50"	"208.46"	"29"	"0"	"53007556.1171875"	"136009596.296875"	"9180669.50415039"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1031"	"1031"	"0.000"	"202.361"	"70"	"27"	"75"	"27"	"1"	"421"	"47.7"	"8.13"	"277.84"	"27"	"0"	"103808487.496094"	"338135405.625"	"102401693.099609"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1742"	"1742"	"0.000"	"200.975"	"63"	"24"	"52"	"24"	"1"	"555"	"63.6"	"5.31"	"223.79"	"24"	"0"	"49162729.859375"	"138041911.734375"	"3210895.890625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2867"	"2867"	"0.000"	"200.628"	"83"	"20"	"50"	"20"	"1"	"391"	"43.0"	"5.57"	"215.58"	"20"	"0"	"64027212.59375"	"145065483.25"	"4424962.4296875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1530"	"1530"	"0.000"	"198.548"	"66"	"18"	"45"	"18"	"1"	"412"	"43.3"	"5.58"	"214.67"	"18"	"0"	"66670338.8046875"	"186787571.210938"	"10259446.1171875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"446"	"446"	"0.000"	"198.500"	"60"	"25"	"71"	"25"	"1"	"421"	"47.2"	"6.83"	"243.20"	"25"	"0"	"150952995.59375"	"361427435.375"	"37375368.1008301"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"164"	"164"	"0.000"	"198.131"	"60"	"14"	"49"	"14"	"1"	"325"	"35.7"	"5.52"	"213.29"	"14"	"0"	"42346009.109375"	"200638836.25"	"8182575.11328125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1563"	"1563"	"0.000"	"197.906"	"43"	"27"	"64"	"27"	"1"	"867"	"95.3"	"5.47"	"220.12"	"27"	"0"	"61402675.0117188"	"149362578.828125"	"21792803.7958984"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2519"	"2519"	"0.000"	"197.762"	"45"	"17"	"45"	"17"	"1"	"492"	"53.4"	"4.83"	"203.28"	"17"	"0"	"34767782.0449219"	"79813064.375"	"5504326.4375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"189"	"189"	"0.000"	"195.272"	"64"	"22"	"60"	"22"	"1"	"494"	"54.2"	"5.02"	"256.98"	"22"	"0"	"110349467.286133"	"248093303.09375"	"5960889.640625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"816"	"816"	"0.000"	"195.190"	"64"	"23"	"53"	"23"	"1"	"519"	"56.4"	"5.81"	"207.89"	"23"	"0"	"32596195.6289063"	"73552409.75"	"3270932.890625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3305"	"3305"	"0.000"	"194.715"	"43"	"24"	"54"	"24"	"1"	"688"	"78.2"	"4.68"	"221.76"	"24"	"0"	"45494910.7319336"	"110209711.6875"	"14506855.5703125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1644"	"1644"	"0.000"	"194.553"	"43"	"23"	"42"	"23"	"1"	"867"	"98.0"	"5.08"	"189.17"	"23"	"0"	"44357013.965332"	"108860694.75"	"19226822.6875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1724"	"1724"	"0.000"	"194.263"	"71"	"17"	"73"	"17"	"1"	"236"	"26.4"	"6.34"	"237.11"	"17"	"0"	"297101187.628906"	"687359154.5"	"90999151.6308594"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"863"	"863"	"0.000"	"193.685"	"60"	"13"	"62"	"13"	"1"	"121"	"13.4"	"5.83"	"253.65"	"13"	"0"	"142594698.755371"	"530481506.40625"	"94310299.953125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2231"	"2231"	"0.000"	"193.359"	"42"	"29"	"56"	"29"	"1"	"917"	"100.6"	"5.11"	"225.11"	"29"	"0"	"66615308.8486328"	"170615434.03125"	"18805610.0800781"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1473"	"1473"	"0.000"	"193.273"	"81"	"27"	"57"	"27"	"1"	"428"	"48.1"	"6.67"	"209.57"	"27"	"0"	"87728270.421875"	"215911711.53125"	"27710998.9453125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2564"	"2564"	"0.000"	"192.248"	"52"	"25"	"63"	"25"	"1"	"749"	"81.7"	"6.46"	"210.22"	"25"	"0"	"111992920.5"	"240826207.359375"	"21958670.4765625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"992"	"992"	"0.000"	"189.908"	"29"	"13"	"46"	"13"	"1"	"545"	"56.3"	"7.08"	"251.08"	"13"	"0"	"93967806.03125"	"206414380.6875"	"11285000.1757813"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1746"	"1746"	"0.000"	"189.638"	"43"	"19"	"40"	"19"	"1"	"840"	"91.3"	"4.54"	"180.28"	"19"	"0"	"29811928.1132813"	"84207226.3125"	"5379152.390625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2771"	"2771"	"0.000"	"187.251"	"67"	"18"	"52"	"18"	"1"	"427"	"46.5"	"5.06"	"230.10"	"18"	"0"	"72029672.0507813"	"173239422.5"	"6668172.421875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1118"	"1118"	"0.000"	"187.055"	"69"	"26"	"64"	"26"	"1"	"471"	"52.9"	"5.06"	"240.00"	"26"	"0"	"57893248.5820313"	"184526372.953125"	"27721501.1328125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2757"	"2757"	"0.000"	"186.498"	"65"	"26"	"64"	"25"	"1"	"614"	"69.4"	"5.26"	"247.86"	"26"	"1"	"55315470.9233398"	"124453851.6875"	"9582843.5"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1918"	"1918"	"0.000"	"185.934"	"46"	"24"	"68"	"24"	"1"	"773"	"87.1"	"5.95"	"253.55"	"24"	"0"	"78889325.671875"	"196848286.078125"	"25572458.4375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3520"	"3520"	"0.000"	"185.650"	"56"	"26"	"51"	"26"	"1"	"520"	"57.0"	"5.15"	"189.91"	"26"	"0"	"151531506.119141"	"342209664.5"	"47191322.2109375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1873"	"1873"	"0.000"	"184.267"	"33"	"26"	"49"	"26"	"1"	"1133"	"128.8"	"5.97"	"186.02"	"26"	"0"	"28328939.9155273"	"56824041.75"	"6180589.3828125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2459"	"2459"	"0.000"	"182.386"	"43"	"26"	"51"	"26"	"1"	"783"	"87.4"	"6.06"	"172.17"	"26"	"0"	"23426711.0959473"	"59088475.625"	"12499750.3515625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"191"	"191"	"0.000"	"182.367"	"53"	"25"	"55"	"25"	"1"	"515"	"57.3"	"7.25"	"183.01"	"25"	"0"	"93973691.1855469"	"251168245.34375"	"26454297.4570313"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"538"	"538"	"0.000"	"181.819"	"48"	"27"	"45"	"27"	"1"	"924"	"101.4"	"5.59"	"198.68"	"27"	"0"	"25077747.9570313"	"58152283.015625"	"8253745.81054688"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1926"	"1926"	"0.000"	"180.844"	"81"	"18"	"68"	"18"	"1"	"237"	"27.0"	"5.05"	"266.75"	"18"	"0"	"108412576.71582"	"324304013.648438"	"16783778.4589844"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2122"	"2122"	"0.000"	"179.781"	"62"	"18"	"46"	"18"	"1"	"517"	"56.6"	"5.60"	"201.00"	"18"	"0"	"73765657.3300781"	"170173222.375"	"12012334.28125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"606"	"606"	"0.000"	"179.075"	"57"	"23"	"50"	"23"	"1"	"564"	"62.4"	"4.89"	"181.49"	"23"	"0"	"38762918.9921875"	"81051635.34375"	"15714702.2548828"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"534"	"534"	"0.000"	"178.461"	"56"	"18"	"62"	"18"	"1"	"465"	"51.5"	"5.34"	"223.01"	"18"	"0"	"33543379.1796875"	"107943974.625"	"8445138.06445313"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2550"	"2550"	"0.000"	"176.790"	"56"	"23"	"50"	"23"	"1"	"522"	"59.3"	"5.26"	"179.08"	"23"	"0"	"59300037.7441406"	"178956853.71875"	"22862845.3222656"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"853"	"853"	"0.000"	"176.703"	"82"	"21"	"57"	"21"	"1"	"297"	"32.2"	"5.71"	"207.23"	"21"	"0"	"56626035.4023438"	"169486232.5"	"53288112.1171875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"740"	"740"	"0.000"	"176.386"	"45"	"31"	"61"	"31"	"1"	"690"	"80.7"	"9.20"	"191.52"	"31"	"0"	"84061606.390625"	"161535495.03125"	"27193573.484375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"451"	"451"	"0.000"	"176.159"	"79"	"18"	"42"	"18"	"1"	"378"	"41.3"	"5.97"	"172.23"	"18"	"0"	"74486966.1796875"	"155003876.898438"	"6561875.4765625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1793"	"1793"	"0.000"	"176.019"	"18"	"14"	"42"	"14"	"1"	"1323"	"137.7"	"4.22"	"171.43"	"14"	"0"	"42289445.0986328"	"180685652"	"19833191.1210938"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"618"	"618"	"0.000"	"175.468"	"56"	"13"	"69"	"13"	"1"	"252"	"28.6"	"5.01"	"228.85"	"13"	"0"	"44716655.1445313"	"208420141.375"	"71550859.4746094"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1094"	"1094"	"0.000"	"175.373"	"58"	"12"	"35"	"12"	"1"	"396"	"44.3"	"6.54"	"180.53"	"12"	"0"	"52667070.8662109"	"99119500.96875"	"5624717.671875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1414"	"1414"	"0.000"	"175.120"	"39"	"19"	"46"	"19"	"1"	"638"	"73.0"	"5.78"	"191.39"	"19"	"0"	"73175403.1230469"	"195052722.4375"	"10860573.2109375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3144"	"3144"	"0.000"	"174.383"	"69"	"22"	"53"	"22"	"1"	"395"	"44.2"	"5.15"	"211.51"	"22"	"0"	"103531020.5"	"270655551.40625"	"47447602.9013672"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1626"	"1626"	"0.000"	"173.627"	"40"	"19"	"51"	"19"	"1"	"621"	"68.5"	"4.79"	"210.91"	"19"	"0"	"75114654.90625"	"143479634.203125"	"32345749"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3352"	"3352"	"0.000"	"171.779"	"50"	"14"	"45"	"14"	"1"	"363"	"40.0"	"6.13"	"197.96"	"14"	"0"	"79317726.3125"	"191094837.375"	"13792290.3554688"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"727"	"727"	"0.000"	"171.048"	"72"	"16"	"43"	"16"	"1"	"391"	"41.0"	"4.79"	"201.11"	"16"	"0"	"111520548.794922"	"234491545.75"	"13610118.375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1422"	"1422"	"0.000"	"170.694"	"47"	"25"	"50"	"25"	"1"	"738"	"82.4"	"5.29"	"193.14"	"25"	"0"	"58339657.5039063"	"118656904.3125"	"14987326.6015625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"540"	"540"	"0.000"	"168.283"	"50"	"18"	"48"	"18"	"1"	"465"	"50.5"	"4.84"	"189.70"	"18"	"0"	"85841995.0625"	"201359701.09375"	"80073001.2578125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3210"	"3210"	"0.000"	"167.948"	"44"	"22"	"47"	"22"	"1"	"678"	"76.3"	"5.00"	"188.38"	"22"	"0"	"64023016.171875"	"147687581.03125"	"5957734.66210938"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1729"	"1729"	"0.000"	"166.747"	"29"	"18"	"34"	"18"	"1"	"938"	"102.2"	"4.40"	"125.43"	"18"	"0"	"19520986.9272461"	"40195523.625"	"56506813.984375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2798"	"2798"	"0.000"	"166.638"	"58"	"18"	"42"	"18"	"1"	"400"	"44.8"	"4.89"	"177.82"	"18"	"0"	"90090687.2421875"	"184982488.9375"	"24677102.109375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2666"	"2666"	"0.000"	"166.497"	"74"	"21"	"42"	"21"	"1"	"318"	"36.0"	"5.14"	"157.79"	"21"	"0"	"31906058.125"	"95126473.25"	"2624197.5625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2357"	"2357"	"0.000"	"166.309"	"51"	"22"	"48"	"22"	"1"	"555"	"62.8"	"5.38"	"178.69"	"22"	"0"	"55680538.8125"	"126832036.65625"	"21028659.953125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"326"	"326"	"0.000"	"166.088"	"71"	"13"	"50"	"13"	"1"	"248"	"28.0"	"6.19"	"199.40"	"13"	"0"	"183825918.994141"	"404793731.03125"	"24660503.828125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"395"	"395"	"0.000"	"165.219"	"58"	"19"	"43"	"19"	"1"	"563"	"62.7"	"5.17"	"172.14"	"19"	"0"	"26393788.4570313"	"64717652.453125"	"3407204.00976563"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2460"	"2460"	"0.000"	"165.139"	"71"	"21"	"45"	"21"	"1"	"424"	"46.8"	"5.31"	"155.46"	"21"	"0"	"32396623.2124023"	"82501162.109375"	"15559833.59375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2368"	"2368"	"0.000"	"164.813"	"51"	"21"	"47"	"21"	"1"	"604"	"66.9"	"5.41"	"179.41"	"21"	"0"	"36638022.875"	"69705965.734375"	"11739223.328125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1844"	"1844"	"0.000"	"164.471"	"65"	"17"	"49"	"17"	"1"	"317"	"35.1"	"4.87"	"198.55"	"17"	"0"	"33560476.9287109"	"116436039.140625"	"31404952.9375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1359"	"1359"	"0.000"	"164.024"	"43"	"22"	"43"	"22"	"1"	"805"	"92.0"	"6.19"	"175.83"	"22"	"0"	"31974840.9238281"	"81264768.703125"	"6238885.7421875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2504"	"2504"	"0.000"	"163.076"	"45"	"21"	"48"	"21"	"1"	"614"	"67.1"	"5.38"	"185.98"	"21"	"0"	"59040199.921875"	"166581691.75"	"21733656.7109375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1957"	"1957"	"0.000"	"162.724"	"79"	"15"	"41"	"15"	"1"	"321"	"34.1"	"5.17"	"205.00"	"15"	"0"	"82911089.4453125"	"220447525.8125"	"10731079"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1669"	"1669"	"0.000"	"162.162"	"60"	"18"	"46"	"18"	"1"	"415"	"45.0"	"5.16"	"193.68"	"18"	"0"	"63654904.578125"	"170678961.609375"	"20718877.0703125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2283"	"2283"	"0.000"	"162.002"	"69"	"15"	"42"	"15"	"1"	"300"	"33.1"	"5.83"	"177.95"	"15"	"0"	"60017144.3632813"	"171730545.96875"	"22205021.8554688"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"644"	"644"	"0.000"	"161.990"	"67"	"23"	"42"	"23"	"1"	"427"	"48.0"	"4.88"	"179.32"	"23"	"0"	"25822521.1796875"	"77331160.1875"	"9636153.75976563"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1623"	"1623"	"0.000"	"161.336"	"65"	"16"	"39"	"16"	"1"	"321"	"34.6"	"5.10"	"183.16"	"16"	"0"	"83305792.3125"	"226436579.90625"	"4442260.546875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1007"	"1007"	"0.000"	"160.103"	"66"	"17"	"42"	"17"	"1"	"374"	"42.3"	"5.57"	"174.22"	"17"	"0"	"24247187.8046875"	"56072836.4375"	"5432395.69140625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2612"	"2612"	"0.000"	"159.925"	"37"	"23"	"45"	"23"	"1"	"1084"	"119.5"	"5.59"	"167.36"	"23"	"0"	"19166797.671875"	"42588986.125"	"13159162.6796875"	"High"	"High"	"High"	""
